Helen Haskell Hobbs,F,AAAS
Joseph Frederick Hoffman,M,AAAS
Donald R. Hopkins,M,AAAS
Susan Band Horwitz,F,AAAS
Louis Joseph Ignarro,M,AAAS
Kurt Julius Isselbacher,M,AAAS
James Larry Jameson,M,AAAS
Kay Redfield Jamison,F,AAAS
Carl H. June,M,AAAS
C. Ronald Kahn,M,AAAS
Yuet Wai Kan,M,AAAS
Morris John Karnovsky,M,AAAS
Jerome P. Kassirer,M,AAAS
Michael Barry Kastan,M,AAAS
Benita S. Katzenellenbogen,F,AAAS
Kenneth Kaushansky,M,AAAS
Mark Taylor Keating,M,AAAS
Elliott Dan Kieff,M,AAAS
Jim Yong Kim,M,AAAS
Talmadge Everett Jr. King,M,AAAS
Seymour J. Klebanoff,M,AAAS
Arthur Kleinman,M,AAAS
Alfred George Knudson,M,AAAS
Gary A. Koretzky,M,AAAS
Stuart Arthur Kornfeld,M,AAAS
Lewis Lee Lanier,M,AAAS
Michell Avery Lazar,M,AAAS
Philip Randolph Lee,M,AAAS
Susan Epstein Leeman,F,AAAS
Robert Joseph Lefkowitz,M,AAAS
Jeffrey Marc Leiden,M,AAAS
Michael J. Lenardo,M,AAAS
Jay A. Levy,M,AAAS
Timothy J. Ley,M,AAAS
Shutsung Liao,M,AAAS
Judy Lieberman,F,AAAS
Richard P. Lifton,M,AAAS
David Morse Livingston,M,AAAS
Richard Michael Locksley,M,AAAS
Irving Myer London,M,AAAS
Laszlo Lorand,M,AAAS
Joseph Loscalzo,M,AAAS
Scott William Lowe,M,AAAS
Kenneth Marc Ludmerer,M,AAAS
James R. Lupski,M,AAAS
Robert W. Mahley,M,AAAS
Philip Warren Majerus,M,AAAS
Andrew Robert Marks,M,AAAS
Paul A. Marks,M,AAAS
Joseph Boyd Martin,M,AAAS
Diane Mathis,F,AAAS
Hugh O'Neill McDevitt,M,AAAS
Barbara J. McNeil,F,AAAS
Anthony R. Means,M,AAAS
Sherman Mussoff Mellinkoff,M,AAAS
Michael Menaker,M,AAAS
John Mendelsohn,M,AAAS
Arno Gunther Motulsky,M,AAAS
Elizabeth G. Nabel,F,AAAS
Gary Jan Nabel,M,AAAS
Carol C. Nadelson,F,AAAS
David Gordon Nathan,M,AAAS
Philip Needleman,M,AAAS
Joseph R. Nevins,M,AAAS
Maria I. New,F,AAAS
Paul Maxime Nurse,M,AAAS
Robert L. Nussbaum,M,AAAS
Michel Claudio Nussenzweig,M,AAAS
Victor Nussenzweig,M,AAAS
John Alexander Jr. Oates,M,AAAS
Paul A. Offit,M,AAAS
Jerrold M. Olefsky,M,AAAS
Olufunmilayo I. Olopade,F,AAAS
Bert W. O'Malley,M,AAAS
Stuart Holland Orkin,M,AAAS
June E. Osborn,F,AAAS
Thalia Papayannopoulou,F,AAAS
Luis Fernando Parada,M,AAAS
Ira Harry Pastan,M,AAAS
Roger M. Perlmutter,M,AAAS
Chester Middlebrook Pierce,M,AAAS
Vivian Winona Pinn,F,AAAS
Helen M. Piwnica-Worms,F,AAAS
John Thomas Jr. Potts,M,AAAS
Alvin Francis Poussaint,M,AAAS
Stanley Ben Prusiner,M,AAAS
Louis J. Ptácek,M,AAAS
Judith Livant Rapoport,F,AAAS
Jeffrey Victor Ravetch,M,AAAS
Seymour Reichlin,M,AAAS
JoAnne Stewart Richards,F,AAAS
Griffin P. Rodgers,M,AAAS
Michael Geoffrey Rosenfeld,M,AAAS
Jesse Roth,M,AAAS
John Wallis Rowe,M,AAAS
Arthur Harold Rubenstein,M,AAAS
David W. Russell,M,AAAS
Paul S. Russell,M,AAAS
David Satcher,M,AAAS
Charles Lazelle Sawyers,M,AAAS
David T. Scadden,M,AAAS
Andrew Victor Schally,M,AAAS
Mark S. Schlissel,M,AAAS
Joseph Schlessinger,M,AAAS
Robert David Schreiber,M,AAAS
Steven A. Schroeder,M,AAAS
Christine Seidman,F,AAAS
Jonathan Seidman,M,AAAS
Donald Wayne Seldin,M,AAAS
Larry Jay Shapiro,M,AAAS
Charles J. Sherr,M,AAAS
Samuel C. Silverstein,M,AAAS
Lloyd Hollingsworth Jr. Smith,M,AAAS
Patricia G. Spear,F,AAAS
Deepak Srivastava,M,AAAS
George Stamatoyannopoulos,M,AAAS
Thomas E. Starzl,M,AAAS
Thomas P. Stossel,M,AAAS
Robert Davis Terry,M,AAAS
Michael Oliver Thorner,M,AAAS
Richard W. Tsien,M,AAAS
Jonathan William Uhr,M,AAAS
Emil Raphael Unanue,M,AAAS
Roger Harold Unger,M,AAAS
William Newton Valentine,M,AAAS
Ajit P. Varki,M,AAAS
Ellen S. Vitetta,F,AAAS
Bert Vogelstein,M,AAAS
Thomas Alexander Waldmann,M,AAAS
Bruce D. Walker,M,AAAS
Stephen T. Warren,M,AAAS
A. Eugene Washington,M,AAAS
Arthur Weiss,M,AAAS
Michael J. Welsh,M,AAAS
Zena Werb,F,AAAS
John B. West,M,AAAS
Raymond L. White,M,AAAS
Huntington Faxon Willard,M,AAAS
Lewis T. Williams,M,AAAS
Jean D. Wilson,M,AAAS
James Barnes Wyngaarden,M,AAAS
George D. Yancopoulos,M,AAAS
Wayne M. Yokoyama,M,AAAS
Anne B. Young,F,AAAS
Nicholas Themistocles Zervas,M,AAAS
Leonard Ira Zon,M,AAAS
Dorothea Zucker-Franklin,F,AAAS
